"","Location","Tournament","Date","Series","Court","Surface","Round","BestOf","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Comment","Result","RankNadal","RankRival","RivalName","PartidosUlt6Meses","PartidosUlt3Meses","PartidosUltMes","WRUlt6Meses","WRUlt3Meses","WRUltMes","PartidosRivalUlt6Meses","PartidosRivalUlt3Meses","PartidosRivalUltMes","WRRivalUlt6Meses","WRRivalUlt3Meses","WRRivalUltMes","SetsNadal","SetsRival","SetsGanadosUltPartido","SetsPerdidosUltPartido","ResultUltPartido","RoundUltPartido","H2HPartidos","H2HGanados","H2HWR"
"81","Beijing","China Open",2005-09-17,"International","Outdoor","Hard","Semifinals","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,23,"Ferrero J.C.",60,26,7,0.9,0.884615384615385,0.857142857142857,47,20,5,0.680851063829787,0.65,0.6,2,0,2,0,"Win","Quarterfinals",3,3,1
"82","Beijing","China Open",2005-09-18,"International","Outdoor","Hard","The Final","3",5,7,6,1,6,2,NA,NA,NA,NA,"Completed","Win",2,8,"Coria G.",61,27,8,0.901639344262295,0.888888888888889,0.875,52,26,10,0.75,0.769230769230769,0.8,2,1,2,0,"Win","Semifinals",2,2,1
"83","Madrid","Madrid Masters",2005-10-19,"Masters","Indoor","Hard","2nd Round","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,42,"Hanescu V.",44,19,1,0.909090909090909,0.894736842105263,1,34,18,2,0.617647058823529,0.666666666666667,0.5,2,0,2,1,"Win","The Final",1,1,1
"84","Madrid","Madrid Masters",2005-10-20,"Masters","Indoor","Hard","3rd Round","3",6,2,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,17,"Robredo T.",44,19,2,0.909090909090909,0.894736842105263,1,47,24,9,0.659574468085106,0.666666666666667,0.666666666666667,2,0,2,0,"Win","2nd Round",1,1,1
"85","Madrid","Madrid Masters",2005-10-21,"Masters","Indoor","Hard","Quarterfinals","3",7,6,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,14,"Stepanek R.",44,19,3,0.909090909090909,0.894736842105263,1,37,20,15,0.621621621621622,0.6,0.733333333333333,2,0,2,0,"Win","3rd Round",2,2,1
"86","Madrid","Madrid Masters",2005-10-22,"Masters","Indoor","Hard","Semifinals","3",7,5,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",2,21,"Ginepri R.",45,19,4,0.911111111111111,0.894736842105263,1,41,27,10,0.682926829268293,0.740740740740741,0.7,2,0,2,0,"Win","Quarterfinals",0,0,NA
"87","Madrid","Madrid Masters",2005-10-23,"Masters","Indoor","Hard","The Final","5",3,6,2,6,6,3,6,4,7,6,"Completed","Win",2,12,"Ljubicic I.",46,20,5,0.91304347826087,0.9,1,31,20,15,0.67741935483871,0.8,0.933333333333333,3,2,2,0,"Win","Semifinals",2,1,0.5
"88","Marseille","Open 13",2006-02-14,"International","Indoor","Hard","1st Round","3",4,6,6,2,7,5,NA,NA,NA,NA,"Completed","Win",2,30,"Rochus O.",14,1,1,0.928571428571429,1,1,24,8,3,0.541666666666667,0.5,0.333333333333333,2,1,3,2,"Win","The Final",1,1,1
"89","Marseille","Open 13",2006-02-16,"International","Indoor","Hard","2nd Round","3",7,5,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,80,"Simon G.",15,2,2,0.933333333333333,1,1,6,5,4,0.5,0.6,0.5,2,0,2,1,"Win","1st Round",0,0,NA
"90","Marseille","Open 13",2006-02-17,"International","Indoor","Hard","Quarterfinals","3",7,5,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,35,"Mathieu P.H.",16,3,3,0.9375,1,1,22,9,6,0.5,0.555555555555556,0.666666666666667,2,0,2,0,"Win","2nd Round",1,1,1
"91","Marseille","Open 13",2006-02-18,"International","Indoor","Hard","Semifinals","3",2,6,6,3,7,5,NA,NA,NA,NA,"Completed","Lose",2,65,"Clement A.",17,4,4,0.882352941176471,0.75,0.75,20,10,5,0.55,0.6,0.8,1,2,2,0,"Win","Quarterfinals",0,0,NA
"92","Dubai","Dubai Tennis Championships",2006-02-28,"International Gold","Outdoor","Hard","1st Round","3",6,7,6,1,6,2,NA,NA,NA,NA,"Completed","Win",2,34,"Mathieu P.H.",16,5,5,0.875,0.8,0.8,23,11,5,0.478260869565217,0.454545454545455,0.4,2,1,1,2,"Lose","Semifinals",2,2,1
"93","Dubai","Dubai Tennis Championships",2006-03-01,"International Gold","Outdoor","Hard","2nd Round","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walkover","Win",2,211,"El Aynaoui Y.",17,6,6,0.882352941176471,0.833333333333333,0.833333333333333,5,4,2,0.4,0.5,0.5,NA,NA,2,1,"Win","1st Round",0,0,NA
"94","Dubai","Dubai Tennis Championships",2006-03-02,"International Gold","Outdoor","Hard","Quarterfinals","3",7,6,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,49,"Henman T.",17,7,7,0.941176470588235,0.857142857142857,0.857142857142857,17,12,8,0.529411764705882,0.583333333333333,0.625,2,0,NA,NA,"Win","2nd Round",0,0,NA
"95","Dubai","Dubai Tennis Championships",2006-03-03,"International Gold","Outdoor","Hard","Semifinals","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,98,"Schuettler R.",18,8,8,0.944444444444444,0.875,0.875,19,10,6,0.473684210526316,0.4,0.5,2,0,2,0,"Win","Quarterfinals",1,1,1
"96","Dubai","Dubai Tennis Championships",2006-03-04,"International Gold","Outdoor","Hard","The Final","3",2,6,6,4,6,4,NA,NA,NA,NA,"Completed","Win",2,1,"Federer R.",19,9,9,0.947368421052632,0.888888888888889,0.888888888888889,31,17,5,0.935483870967742,0.941176470588235,0.8,2,1,2,0,"Win","Semifinals",2,1,0.5
"97","Indian Wells","Pacific Life Open",2006-03-12,"Masters","Outdoor","Hard","2nd Round","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,87,"Hernych J.",20,10,10,0.95,0.9,0.9,14,11,5,0.357142857142857,0.363636363636364,0.4,2,0,2,1,"Win","The Final",0,0,NA
"98","Indian Wells","Pacific Life Open",2006-03-15,"Masters","Outdoor","Hard","3rd Round","3",6,1,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,294,"Fish M.",18,11,11,0.944444444444444,0.909090909090909,0.909090909090909,8,8,7,0.375,0.375,0.428571428571429,2,0,2,0,"Win","2nd Round",0,0,NA
"99","Indian Wells","Pacific Life Open",2006-03-16,"Masters","Outdoor","Hard","4th Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,22,"Grosjean S.",18,12,11,0.944444444444444,0.916666666666667,0.909090909090909,22,14,7,0.590909090909091,0.642857142857143,0.714285714285714,2,0,2,0,"Win","3rd Round",2,2,1
"100","Indian Wells","Pacific Life Open",2006-03-18,"Masters","Outdoor","Hard","Quarterfinals","3",7,5,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",2,27,"Baghdatis M.",18,13,11,0.944444444444444,0.923076923076923,0.909090909090909,25,16,4,0.72,0.6875,0.75,2,0,2,0,"Win","4th Round",0,0,NA
"101","Indian Wells","Pacific Life Open",2006-03-19,"Masters","Outdoor","Hard","Semifinals","3",7,5,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,14,"Blake J.",19,14,11,0.894736842105263,0.857142857142857,0.818181818181818,30,22,11,0.8,0.818181818181818,0.909090909090909,0,2,2,0,"Win","Quarterfinals",1,0,0
"102","Miami","NASDAQ-100 Open",2006-03-24,"Masters","Outdoor","Hard","2nd Round","3",2,6,6,1,6,1,NA,NA,NA,NA,"Completed","Lose",2,35,"Moya C.",20,15,11,0.85,0.8,0.818181818181818,22,18,5,0.681818181818182,0.722222222222222,0.6,1,2,0,2,"Lose","Semifinals",1,1,1
"103","Monte Carlo","Monte Carlo Masters",2006-04-18,"Masters","Outdoor","Clay","1st Round","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,56,"Clement A.",19,16,2,0.842105263157895,0.8125,0.5,19,11,3,0.526315789473684,0.636363636363636,0.333333333333333,2,0,1,2,"Lose","2nd Round",1,0,0
"104","Monte Carlo","Monte Carlo Masters",2006-04-19,"Masters","Outdoor","Clay","2nd Round","3",6,4,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,154,"Lisnard J.R.",19,17,3,0.842105263157895,0.823529411764706,0.666666666666667,5,2,2,0.4,0.5,0.5,2,0,2,0,"Win","1st Round",0,0,NA
"105","Monte Carlo","Monte Carlo Masters",2006-04-20,"Masters","Outdoor","Clay","3rd Round","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,57,"Vliegen K.",19,18,4,0.842105263157895,0.833333333333333,0.75,28,16,6,0.642857142857143,0.625,0.666666666666667,2,0,2,0,"Win","2nd Round",0,0,NA
"106","Monte Carlo","Monte Carlo Masters",2006-04-21,"Masters","Outdoor","Clay","Quarterfinals","3",6,2,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,9,"Coria G.",19,19,5,0.842105263157895,0.842105263157895,0.8,18,9,6,0.444444444444444,0.555555555555556,0.666666666666667,2,0,2,0,"Win","3rd Round",3,3,1
"107","Monte Carlo","Monte Carlo Masters",2006-04-22,"Masters","Outdoor","Clay","Semifinals","3",5,7,6,1,6,1,NA,NA,NA,NA,"Completed","Win",2,8,"Gaudio G.",20,20,6,0.85,0.85,0.833333333333333,30,19,9,0.6,0.631578947368421,0.666666666666667,2,1,2,0,"Win","Quarterfinals",3,2,0.666666666666667
"108","Monte Carlo","Monte Carlo Masters",2006-04-23,"Masters","Outdoor","Clay","The Final","5",6,2,6,7,6,4,7,6,NA,NA,"Completed","Win",2,1,"Federer R.",21,21,6,0.857142857142857,0.857142857142857,1,40,26,12,0.925,0.923076923076923,0.916666666666667,3,1,2,1,"Win","Semifinals",3,2,0.666666666666667
"109","Barcelona","Open Seat Godo",2006-04-26,"International Gold","Outdoor","Clay","2nd Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,38,"Lopez F.",22,22,7,0.863636363636364,0.863636363636364,1,20,12,5,0.4,0.333333333333333,0.4,2,0,3,1,"Win","The Final",0,0,NA
"110","Barcelona","Open Seat Godo",2006-04-27,"International Gold","Outdoor","Clay","3rd Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,164,"Navarro-Pastor I.",23,23,8,0.869565217391304,0.869565217391304,1,6,5,3,0.333333333333333,0.4,0.666666666666667,2,0,2,0,"Win","2nd Round",0,0,NA
"111","Barcelona","Open Seat Godo",2006-04-28,"International Gold","Outdoor","Clay","Quarterfinals","3",4,6,6,4,6,3,NA,NA,NA,NA,"Completed","Win",2,20,"Nieminen J.",24,24,9,0.875,0.875,1,29,17,4,0.655172413793103,0.588235294117647,0.5,2,1,2,0,"Win","3rd Round",1,1,1
"112","Barcelona","Open Seat Godo",2006-04-29,"International Gold","Outdoor","Clay","Semifinals","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,57,"Almagro N.",25,25,10,0.88,0.88,1,19,18,10,0.736842105263158,0.777777777777778,0.9,2,0,2,1,"Win","Quarterfinals",0,0,NA
"113","Barcelona","Open Seat Godo",2006-04-30,"International Gold","Outdoor","Clay","The Final","5",6,4,6,4,6,0,NA,NA,NA,NA,"Completed","Win",2,15,"Robredo T.",26,26,11,0.884615384615385,0.884615384615385,1,27,17,9,0.592592592592593,0.588235294117647,0.777777777777778,3,0,2,0,"Win","Semifinals",2,2,1
"114","Rome","Campionati Internazional d'Italia",2006-05-09,"Masters","Outdoor","Clay","1st Round","3",6,1,2,6,6,2,NA,NA,NA,NA,"Completed","Win",2,33,"Moya C.",27,27,12,0.888888888888889,0.888888888888889,1,26,18,7,0.615384615384615,0.611111111111111,0.428571428571429,2,1,3,0,"Win","The Final",2,1,0.5
"115","Rome","Campionati Internazional d'Italia",2006-05-10,"Masters","Outdoor","Clay","2nd Round","3",6,1,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,46,"Volandri F.",28,28,13,0.892857142857143,0.892857142857143,1,25,19,8,0.52,0.526315789473684,0.5,2,0,2,1,"Win","1st Round",0,0,NA
"116","Rome","Campionati Internazional d'Italia",2006-05-11,"Masters","Outdoor","Clay","3rd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,70,"Henman T.",29,29,14,0.896551724137931,0.896551724137931,1,21,14,4,0.571428571428571,0.571428571428571,0.5,2,0,2,0,"Win","2nd Round",1,1,1
"117","Rome","Campionati Internazional d'Italia",2006-05-12,"Masters","Outdoor","Clay","Quarterfinals","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,9,"Gonzalez F.",30,30,15,0.9,0.9,1,22,12,9,0.636363636363636,0.666666666666667,0.777777777777778,2,0,2,0,"Win","3rd Round",0,0,NA
"118","Rome","Campionati Internazional d'Italia",2006-05-13,"Masters","Outdoor","Clay","Semifinals","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,35,"Monfils G.",31,31,16,0.903225806451613,0.903225806451613,1,21,15,10,0.523809523809524,0.466666666666667,0.6,2,0,2,0,"Win","Quarterfinals",1,1,1
"119","Rome","Campionati Internazional d'Italia",2006-05-14,"Masters","Outdoor","Clay","The Final","5",6,7,7,6,6,4,2,6,7,6,"Completed","Win",2,1,"Federer R.",32,32,17,0.90625,0.90625,1,44,29,12,0.909090909090909,0.896551724137931,0.833333333333333,3,2,2,0,"Win","Semifinals",4,3,0.75
"120","Paris","French Open",2006-05-29,"Grand Slam","Outdoor","Clay","1st Round","5",6,2,7,5,6,1,NA,NA,NA,NA,"Completed","Win",2,50,"Soderling R.",33,28,8,0.909090909090909,0.928571428571429,1,22,12,6,0.590909090909091,0.583333333333333,0.5,3,0,3,2,"Win","The Final",0,0,NA
"121","Paris","French Open",2006-06-02,"Grand Slam","Outdoor","Clay","2nd Round","5",6,2,6,1,6,4,NA,NA,NA,NA,"Completed","Win",2,116,"Kim K.",34,25,8,0.911764705882353,0.92,1,11,6,2,0.363636363636364,0.5,0.5,3,0,3,0,"Win","1st Round",0,0,NA
"122","Paris","French Open",2006-06-03,"Grand Slam","Outdoor","Clay","3rd Round","5",5,7,6,4,6,4,6,4,NA,NA,"Completed","Win",2,32,"Mathieu P.H.",35,26,9,0.914285714285714,0.923076923076923,1,28,17,8,0.535714285714286,0.588235294117647,0.625,3,1,3,0,"Win","2nd Round",3,3,1
"123","Paris","French Open",2006-06-05,"Grand Slam","Outdoor","Clay","4th Round","5",6,2,5,7,6,4,6,2,NA,NA,"Completed","Win",2,14,"Hewitt L.",36,27,10,0.916666666666667,0.925925925925926,1,25,8,5,0.64,0.5,0.6,3,1,3,1,"Win","3rd Round",1,0,0
"124","Paris","French Open",2006-06-07,"Grand Slam","Outdoor","Clay","Quarterfinals","5",6,4,6,4,0,0,NA,NA,NA,NA,"Retired","Win",2,63,"Djokovic N.",37,28,11,0.918918918918919,0.928571428571429,1,20,12,7,0.55,0.5,0.714285714285714,2,0,3,1,"Win","4th Round",0,0,NA
"125","Paris","French Open",2006-06-09,"Grand Slam","Outdoor","Clay","Semifinals","5",6,4,6,2,7,6,NA,NA,NA,NA,"Completed","Win",2,4,"Ljubicic I.",38,29,10,0.921052631578947,0.931034482758621,1,41,23,8,0.804878048780488,0.739130434782609,0.75,3,0,2,0,"Win","Quarterfinals",3,2,0.666666666666667
"126","Paris","French Open",2006-06-11,"Grand Slam","Outdoor","Clay","The Final","5",1,6,6,1,6,4,7,6,NA,NA,"Completed","Win",2,1,"Federer R.",39,29,9,0.923076923076923,0.931034482758621,1,48,30,9,0.916666666666667,0.9,0.777777777777778,3,1,3,0,"Win","Semifinals",5,4,0.8
"127","Queens Club","Stella Artois",2006-06-14,"International","Outdoor","Grass","2nd Round","3",7,6,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,86,"Fish M.",40,28,8,0.925,0.928571428571429,1,17,9,2,0.588235294117647,0.777777777777778,0.5,2,0,3,1,"Win","The Final",1,1,1
"128","Queens Club","Stella Artois",2006-06-15,"International","Outdoor","Grass","3rd Round","3",2,6,7,6,7,6,NA,NA,NA,NA,"Completed","Win",2,30,"Verdasco F.",41,29,9,0.926829268292683,0.931034482758621,1,29,21,8,0.551724137931034,0.619047619047619,0.625,2,1,2,0,"Win","2nd Round",3,3,1
"129","Queens Club","Stella Artois",2006-06-16,"International","Outdoor","Grass","Quarterfinals","3",3,6,6,3,NA,NA,NA,NA,NA,NA,"Retired","Lose",2,13,"Hewitt L.",42,29,10,0.904761904761905,0.896551724137931,0.9,28,9,8,0.678571428571429,0.666666666666667,0.75,1,1,2,1,"Win","3rd Round",2,1,0.5
"130","London","Wimbledon",2006-06-27,"Grand Slam","Outdoor","Grass","1st Round","5",6,4,7,6,6,4,NA,NA,NA,NA,"Completed","Win",2,135,"Bogdanovic A.",43,28,11,0.906976744186046,0.964285714285714,0.909090909090909,3,3,3,0,0,0,3,0,1,1,"Lose","Quarterfinals",0,0,NA
"131","London","Wimbledon",2006-06-29,"Grand Slam","Outdoor","Grass","2nd Round","5",6,7,3,6,7,6,7,5,6,4,"Completed","Win",2,237,"Kendrick R.",44,29,11,0.909090909090909,0.96551724137931,0.909090909090909,4,2,2,0.5,0.5,0.5,3,2,3,0,"Win","1st Round",0,0,NA
"132","London","Wimbledon",2006-07-01,"Grand Slam","Outdoor","Grass","3rd Round","5",7,6,6,2,6,4,NA,NA,NA,NA,"Completed","Win",2,20,"Agassi A.",45,30,12,0.911111111111111,0.966666666666667,0.916666666666667,11,4,4,0.545454545454545,0.5,0.5,3,0,3,2,"Win","2nd Round",1,1,1
"133","London","Wimbledon",2006-07-03,"Grand Slam","Outdoor","Grass","4th Round","5",6,3,7,6,6,3,NA,NA,NA,NA,"Completed","Win",2,166,"Labadze I.",46,31,11,0.91304347826087,0.967741935483871,0.909090909090909,4,4,4,0.75,0.75,0.75,3,0,3,0,"Win","3rd Round",0,0,NA
"134","London","Wimbledon",2006-07-06,"Grand Slam","Outdoor","Grass","Quarterfinals","5",6,3,6,4,6,4,NA,NA,NA,NA,"Completed","Win",2,18,"Nieminen J.",47,32,11,0.914893617021277,0.96875,0.909090909090909,42,21,7,0.666666666666667,0.619047619047619,0.714285714285714,3,0,3,0,"Win","4th Round",2,2,1
"135","London","Wimbledon",2006-07-07,"Grand Slam","Outdoor","Grass","Semifinals","5",6,1,7,5,6,3,NA,NA,NA,NA,"Completed","Win",2,16,"Baghdatis M.",48,33,11,0.916666666666667,0.96969696969697,0.909090909090909,33,18,11,0.636363636363636,0.611111111111111,0.727272727272727,3,0,3,0,"Win","Quarterfinals",1,1,1
"136","London","Wimbledon",2006-07-09,"Grand Slam","Outdoor","Grass","The Final","5",6,0,7,6,6,7,6,3,NA,NA,"Completed","Lose",2,1,"Federer R.",49,34,11,0.897959183673469,0.941176470588235,0.818181818181818,55,31,13,0.927272727272727,0.903225806451613,0.923076923076923,1,3,3,0,"Win","Semifinals",6,5,0.833333333333333
"137","Toronto","Rogers Masters",2006-08-08,"Masters","Outdoor","Hard","1st Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,38,"Massu N.",50,22,1,0.9,0.909090909090909,1,39,16,11,0.615384615384615,0.5625,0.636363636363636,2,0,1,3,"Lose","The Final",0,0,NA
"138","Toronto","Rogers Masters",2006-08-10,"Masters","Outdoor","Hard","2nd Round","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,85,"Lee H.T.",52,22,3,0.884615384615385,0.863636363636364,0.666666666666667,14,14,7,0.571428571428571,0.571428571428571,0.571428571428571,2,0,2,0,"Win","1st Round",0,0,NA
"139","Toronto","Rogers Masters",2006-08-10,"Masters","Outdoor","Hard","3rd Round","3",6,1,3,6,6,2,NA,NA,NA,NA,"Completed","Lose",2,14,"Berdych T.",52,22,3,0.884615384615385,0.863636363636364,0.666666666666667,38,22,7,0.631578947368421,0.727272727272727,0.857142857142857,1,2,2,0,"Win","2nd Round",2,1,0.5
"140","Cincinnati","Western & Southern Financial Group Masters",2006-08-15,"Masters","Outdoor","Hard","1st Round","3",6,7,6,2,6,3,NA,NA,NA,NA,"Completed","Win",2,178,"Querrey S.",51,21,4,0.882352941176471,0.857142857142857,0.75,6,6,6,0.333333333333333,0.333333333333333,0.333333333333333,2,1,1,2,"Lose","3rd Round",0,0,NA
"141","Cincinnati","Western & Southern Financial Group Masters",2006-08-16,"Masters","Outdoor","Hard","2nd Round","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,73,"Lee H.T.",51,22,5,0.882352941176471,0.863636363636364,0.8,16,16,9,0.5625,0.5625,0.555555555555556,2,0,2,1,"Win","1st Round",1,1,1
"142","Cincinnati","Western & Southern Financial Group Masters",2006-08-17,"Masters","Outdoor","Hard","3rd Round","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,17,"Haas T.",51,23,6,0.901960784313726,0.869565217391304,0.833333333333333,39,22,12,0.692307692307692,0.727272727272727,0.75,2,0,2,0,"Win","2nd Round",0,0,NA
"143","Cincinnati","Western & Southern Financial Group Masters",2006-08-18,"Masters","Outdoor","Hard","Quarterfinals","3",7,6,7,6,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,31,"Ferrero J.C.",52,24,7,0.884615384615385,0.833333333333333,0.714285714285714,35,19,7,0.6,0.684210526315789,0.714285714285714,0,2,2,0,"Win","3rd Round",4,4,1
"144","New York","US Open",2006-08-30,"Grand Slam","Outdoor","Hard","1st Round","5",6,4,6,4,6,4,NA,NA,NA,NA,"Completed","Win",2,113,"Philippoussis M.",49,24,8,0.877551020408163,0.833333333333333,0.75,15,12,1,0.6,0.666666666666667,0,3,0,0,2,"Lose","Quarterfinals",0,0,NA
"145","New York","US Open",2006-08-31,"Grand Slam","Outdoor","Hard","2nd Round","5",6,4,4,6,6,4,6,2,NA,NA,"Completed","Win",2,61,"Horna L.",49,24,9,0.877551020408163,0.833333333333333,0.777777777777778,26,10,3,0.423076923076923,0.4,0.333333333333333,3,1,3,0,"Win","1st Round",0,0,NA
"146","New York","US Open",2006-09-03,"Grand Slam","Outdoor","Hard","3rd Round","5",6,4,7,6,7,6,NA,NA,NA,NA,"Completed","Win",2,82,"Moodie W.",50,23,10,0.88,0.826086956521739,0.8,14,10,4,0.357142857142857,0.5,0.5,3,0,3,1,"Win","2nd Round",0,0,NA
"147","New York","US Open",2006-09-04,"Grand Slam","Outdoor","Hard","4th Round","5",6,1,7,6,6,4,NA,NA,NA,NA,"Completed","Win",2,179,"Novak J.",51,24,11,0.882352941176471,0.833333333333333,0.818181818181818,19,12,4,0.473684210526316,0.5,0.75,3,0,3,0,"Win","3rd Round",0,0,NA
"148","New York","US Open",2006-09-06,"Grand Slam","Outdoor","Hard","Quarterfinals","5",6,3,5,7,7,6,6,1,NA,NA,"Completed","Lose",2,54,"Youzhny M.",52,24,12,0.865384615384615,0.791666666666667,0.75,27,18,8,0.518518518518518,0.666666666666667,0.75,1,3,3,0,"Win","4th Round",3,3,1
"149","Stockholm","Stockholm Open",2006-10-10,"International","Indoor","Hard","1st Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,90,"Sluiter R.",47,13,1,0.893617021276596,0.769230769230769,1,14,6,1,0.357142857142857,0.333333333333333,0,2,0,1,3,"Lose","Quarterfinals",0,0,NA
"150","Stockholm","Stockholm Open",2006-10-11,"International","Indoor","Hard","2nd Round","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,690,"Johansson J.",48,14,2,0.875,0.714285714285714,0.5,2,2,2,1,1,1,0,2,2,0,"Win","1st Round",0,0,NA
"151","Madrid","Madrid Masters",2006-10-18,"Masters","Indoor","Hard","2nd Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,54,"Fish M.",45,15,3,0.866666666666667,0.733333333333333,0.666666666666667,23,15,5,0.565217391304348,0.533333333333333,0.6,2,0,0,2,"Lose","2nd Round",2,2,1
"152","Madrid","Madrid Masters",2006-10-19,"Masters","Indoor","Hard","3rd Round","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,13,"Haas T.",45,16,4,0.866666666666667,0.75,0.75,34,19,4,0.647058823529412,0.736842105263158,0.5,2,0,2,0,"Win","2nd Round",1,1,1
"153","Madrid","Madrid Masters",2006-10-20,"Masters","Indoor","Hard","Quarterfinals","3",6,3,7,6,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,11,"Berdych T.",45,17,5,0.844444444444444,0.705882352941177,0.6,44,20,11,0.704545454545455,0.75,0.818181818181818,0,2,2,0,"Win","3rd Round",3,1,0.333333333333333
"154","Shanghai","Masters Cup",2006-11-13,"Masters Cup","Indoor","Hard","Round Robin","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,8,"Blake J.",35,14,4,0.771428571428571,0.642857142857143,0.5,43,21,5,0.744186046511628,0.761904761904762,0.6,0,2,0,2,"Lose","Quarterfinals",2,0,0
"155","Shanghai","Masters Cup",2006-11-15,"Masters Cup","Indoor","Hard","Round Robin","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,6,"Robredo R.",36,13,5,0.777777777777778,0.615384615384615,0.6,2,2,2,0,0,0,2,0,0,2,"Lose","Round Robin",0,0,NA
"156","Shanghai","Masters Cup",2006-11-17,"Masters Cup","Indoor","Hard","Round Robin","3",5,7,6,4,6,4,NA,NA,NA,NA,"Completed","Win",2,3,"Davydenko N.",37,13,5,0.783783783783784,0.692307692307692,0.6,55,29,9,0.745454545454545,0.793103448275862,0.666666666666667,2,1,2,0,"Win","Round Robin",0,0,NA
"157","Shanghai","Masters Cup",2006-11-18,"Masters Cup","Indoor","Hard","Semifinals","3",6,4,7,5,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,1,"Federer R.",38,14,5,0.763157894736842,0.642857142857143,0.4,53,26,12,0.962264150943396,1,1,0,2,2,1,"Win","Round Robin",7,5,0.714285714285714
"158","Chennai","Chennai Open",2007-01-02,"International","Outdoor","Hard","1st Round","3",6,4,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,96,"Schuettler R.",24,10,1,0.666666666666667,0.6,1,11,3,1,0.272727272727273,0,0,2,0,0,2,"Lose","Semifinals",2,2,1
"159","Chennai","Chennai Open",2007-01-04,"International","Outdoor","Hard","2nd Round","3",6,4,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,480,"Rastogi K.",24,11,2,0.666666666666667,0.636363636363636,1,3,2,2,0.333333333333333,0.5,0.5,2,0,2,0,"Win","1st Round",0,0,NA
"160","Chennai","Chennai Open",2007-01-05,"International","Outdoor","Hard","Quarterfinals","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,106,"Sanguinetti D.",24,12,3,0.708333333333333,0.666666666666667,1,15,4,3,0.333333333333333,0.5,0.666666666666667,2,0,2,0,"Win","2nd Round",0,0,NA
